entity_id,name,department,locality,address,street,door,capacity,phone,email,legal_name,rut,highest_stage,msp_final,mides_social,msp_registro_historico,pacp,historical_certificate_count,historical_certificates,historical_first_year,historical_latest_year,latest_public_date,source_record_count,source_types_count,latitude,longitude,geocode_confidence,geocode_method,geocode_score,geocode_source,source_urls
ELP-0481,Las Calas,Montevideo,Montevideo,Coimbra 5854,Coimbra,5854,,26061810,,,,Certificado Social MIDES,False,True,True,False,1,201/2019,2019,2019,2024-07-15,2,2,-34.8962183,-56.0803604,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0482,Las Condes,Montevideo,Montevideo,Palmar 2644,Palmar,2644,16,27075499 / 091636387,a.anselmi85@hotmail.com carrascohomeresidencial@gmail.com -,,,Habilitación final MSP,True,True,True,False,2,"027/2017, 116/2022",2017,2022,2026-06-30,4,3,-34.9023795,-56.1577249,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0483,LAS CUMBRES,Montevideo,MONTEVIDEO,Oscar Gestido 2495,Oscar Gestido,2495,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,033/2023,2023,2023,2023,1,1,-34.9063953,-56.1600008,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0484,Las Dos Hermanas,Montevideo,Montevideo,Pernas 2565-2571,Pernas,2565-2571,30,25087300,gladys-169731@hotmail.com,,,Habilitación final MSP,True,True,False,False,0,,,,2026-06-30,2,2,-34.8768031,-56.1444295,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social""]"
ELP-0485,LAS FLORES,Montevideo,MONTEVIDEO,ESTERO BELLACO 2667,ESTERO BELLACO,2667,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,123/2022,2022,2022,2022,1,1,-34.8871498,-56.1604664,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0486,Las Flores,Montevideo,,Turín 3543,Turín,3543,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,033/2019,2019,2019,2019,1,1,-34.8349663,-56.1204532,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0487,Las Gardenias,Montevideo,,Palmas y Ombúes 5610,Palmas y Ombúes,5610,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,019/2019,2019,2019,2019,1,1,-34.8938027,-56.0868371,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0488,Las Gardenias 2,Montevideo,Montevideo,Mariano Uriarte 6383,Mariano Uriarte,6383,18,26059543,rositalaguardia@gmail.com,,,Habilitación final MSP,True,True,True,False,1,115/2020,2020,2020,2026-06-30,4,3,-34.8842717,-56.0674333,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0489,Las Gardenias 3,Montevideo,Montevideo,Belastiqui 1490,Belastiqui,1490,13,95489693,rositalaguardia@gmail.com thegreenhome@adinet.com.uy -,,,Habilitación final MSP,True,True,True,False,1,114/2020,2020,2020,2026-06-30,3,3,-34.8917557,-56.0757773,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0490,Las Huellas,Montevideo,,Palmar 2378,Palmar,2378,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,097/2018,2018,2018,2018,1,1,-34.9009582,-56.1634671,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0491,Las Julietas,Montevideo,Montevideo,Camino Maldonado 4969,Camino Maldonado,4969,35,25119581,charito.l21@hotmail.com,LÓPEZ CARRERAS TERESA,21 821390 0012,Habilitación final MSP,True,True,True,True,1,044/2019,2019,2019,2026-06-30,4,4,-34.8541385,-56.1308888,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/sistema-cuidados/comunicacion/comunicados/programa-apoyo-cuidado-permanente-pacp"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0492,Las Marías,Montevideo,Montevideo,Pilar Costa 36,Pilar Costa,36,27,23059854,liliana-mazzei@hotmail.com,MAZZEI BENEVENTANO LILIANA MARÍA,21 321667 0017,Habilitación final MSP,True,True,True,True,1,043/2020,2020,2020,2026-06-30,4,4,-34.8584346,-56.2164838,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/sistema-cuidados/comunicacion/comunicados/programa-apoyo-cuidado-permanente-pacp"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0493,Las Olas,Montevideo,,Bvar. Artigas 3270,Bvar. Artigas,3270,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,098/2018,2018,2018,2018,1,1,-34.8547309,-56.1903285,muy baja,centroide departamental,20,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0494,Las Reinas,Montevideo,Montevideo,Juan Carlos Blanco 3323,Juan Carlos Blanco,3323,,23033883,,,,Certificado Social MIDES,False,True,True,False,1,197/2019,2019,2019,2024-07-15,2,2,-34.8694301,-56.2038041,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0495,Tres Marías,Montevideo,Montevideo,Mario Cassinoni 1120,Mario Cassinoni,1120,21,24017998,mboramas@adinet.com.uy laoficina720@vera.com.uy,,,Habilitación final MSP,True,True,True,False,1,028/2020,2020,2020,2026-06-30,3,3,-34.9073078,-56.1647711,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0496,Laurita,Montevideo,,Enrique Martínez 1425,Enrique Martínez,1425,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,016/2018,2018,2018,2018,1,1,-34.8731373,-56.1881467,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0497,LE PARC,Montevideo,MONTEVIDEO,SOCA 1595,SOCA,1595,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,019/2022,2022,2022,2022,1,1,-34.8991555,-56.1578417,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0498,Le Refuge,Montevideo,Montevideo,Av. Agraciada 2405,Av. Agraciada,2405,,29243072,,,,Certificado Social MIDES,False,True,True,False,1,056/2021,2021,2021,2024-07-15,2,2,-34.8875776,-56.1899189,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0499,LE SOLEIL,Montevideo,MONTEVIDEO,P. DE MARIA 1584,P. DE MARIA,1584,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,041/2022,2022,2022,2022,1,1,-34.887922,-56.1850359,media,puerta más cercana en la misma calle,88,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0500,Lura Pingaro,Montevideo,Montevideo,Ignacio Nuñez 2346,Ignacio Nuñez,2346,19,24832754,l.pingaro@hotmail.com,,,Habilitación final MSP,True,True,True,False,2,"095/2021, 098/2021",2021,2021,2026-06-30,4,3,-34.8826621,-56.1462804,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0501,Les Jardins,Montevideo,Montevideo,Avda. Italia 5910,Avda. Italia,5910,18,26058818 / 096414185,residencial@lesjardins.com donamaria1@gmail.com -,,,Habilitación final MSP,True,True,True,False,1,093/2019,2019,2019,2026-06-30,3,3,-34.8818736,-56.079278,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0502,Les Sens,Montevideo,Montevideo,Av. Italia 6509,Av. Italia,6509,,93573260 / 26017957,,,,Certificado Social MIDES,False,True,False,False,0,,,,2024-07-15,1,1,-34.8777987,-56.0674542,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social""]"
ELP-0503,Licorne,Montevideo,Montevideo,Libertad 2791,Libertad,2791,12,,ampezzosrl@gmail.com,,,Habilitación final MSP,True,False,True,False,1,118/2018,2018,2018,2026-06-30,2,2,-34.9081076,-56.1533255,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0504,Lizsheyle,Montevideo,Montevideo,Santana 1729,Santana,1729,,26132795,,,,Certificado Social MIDES,False,True,True,False,1,051/2022,2022,2022,2024-07-15,2,2,-34.8879287,-56.1168846,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0505,Lo de Antonio,Montevideo,,Siete cerros 8049,Siete cerros,8049,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,024/2019,2019,2019,2019,1,1,-34.8037159,-56.0762083,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0506,London House Residencia,Montevideo,Montevideo,Rambla Tomás Berreta 6885,Rambla Tomás Berreta,6885,24,26060748,lozanojuan@gmail.com,,,Habilitación final MSP,True,True,True,False,1,169/2019,2019,2019,2026-06-30,3,3,-34.8868723,-56.045869,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0507,Los Alpes,Montevideo,Montevideo,Fernandez Crespo 1776,Fernandez Crespo,1776,28,24000596,info@losalpes.com.uy,,,Habilitación final MSP,True,True,True,False,1,056/2020,2020,2020,2026-06-30,3,3,-34.8981293,-56.1783299,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0508,LOS ÁNGELES,Montevideo,Montevideo,Antonio Luis Pereira 5640 y Agazzi,Antonio Luis Pereira,5640,,,,GARCÍA ROMERO LOURDES PAULA,21 727251 0014,Proveedor PACP,False,False,True,True,1,102/2018,2018,2018,2023-08-11,2,2,-34.8707327,-56.0971657,alta,calle y puerta exacta,93,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/sistema-cuidados/comunicacion/comunicados/programa-apoyo-cuidado-permanente-pacp"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0509,LOS MILAGROS DE MARIA ANGELICA,Montevideo,MONTEVIDEO,ALSACIA 3741,ALSACIA,3741,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,021/2022,2022,2022,2022,1,1,-34.8363901,-56.1290675,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0510,Los Nonos,Montevideo,Montevideo,Francisco Canaro 2290,Francisco Canaro,2290,14,24086831,menzalli@gmail.com,,,Habilitación final MSP,True,True,True,False,1,030/2019,2019,2019,2026-06-30,3,3,-34.8989862,-56.1649141,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0511,Los Robles,Montevideo,Montevideo,Quicuyo 974,Quicuyo,974,32,23596544,aperciante@adinet.com.uy,PERCIANTE CASTELLS ADHEMAR,21 767237 0015,Habilitación final MSP,True,True,True,True,1,157/2019,2019,2019,2026-06-30,4,4,-34.8326214,-56.2192924,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/sistema-cuidados/comunicacion/comunicados/programa-apoyo-cuidado-permanente-pacp"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0512,Los Rosales,Montevideo,Montevideo,Carreras Nacionales 3414,Carreras Nacionales,3414,10,25119412,sanitariabandera@gmail.com,,,Habilitación final MSP,True,True,True,False,1,174/2019,2019,2019,2026-06-30,3,3,-34.8506096,-56.1436605,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0513,Los Viñedos,Montevideo,Montevideo,Av. Don Pedro de Mendoza 8626,Av. Don Pedro de Mendoza,8626,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,011/2024,2024,2024,2024,1,1,-34.8009839,-56.1755764,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0514,Madre Paulina,Montevideo,Montevideo,Cno. Castro 435,Cno. Castro,435,,23089183 / 098468971,,,,Certificado Social MIDES,False,True,True,False,1,115/2022,2022,2022,2024-07-15,3,2,-34.8533885,-56.2088589,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0515,Manas Home,Montevideo,,Millington Drake 1993,Millington Drake,1993,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,006/2018,2018,2018,2018,1,1,-34.8801949,-56.0589104,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
